text,name,ratings,no_of_ratings,discount_price,actual_price,category_source
Womensky Antique Traditional Kundan Pearls Stone Gold Plated Payal/Anklet for Women and Girls stores Amazon Fashion,Womensky Antique Traditional Kundan Pearls Stone Gold Plated Payal/Anklet for Women and Girls,4.1,432,₹376,"₹1,999",Amazon Fashion.csv
Handcuffs Purse Organizer Insert For Handbags Nylon Tote Bag Organizer Insert Handbag Organiser (Black) stores Amazon Fashion,Handcuffs Purse Organizer Insert For Handbags Nylon Tote Bag Organizer Insert Handbag Organiser (Black),3.9,10,₹399,₹999,Amazon Fashion.csv
Jaanvi fashion Women's Chiffon Banarasi Printed Saree With Solid Self Printed Blouse stores Amazon Fashion,Jaanvi fashion Women's Chiffon Banarasi Printed Saree With Solid Self Printed Blouse,3.8,166,₹799,"₹2,000",Amazon Fashion.csv
Perfect Leather women's PU leather handbag with 3 large comparment shoulder bag stores Amazon Fashion,Perfect Leather women's PU leather handbag with 3 large comparment shoulder bag,3.3,16,₹499,"₹2,499",Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2},,,₹849,₹899,Amazon Fashion.csv
Sunsilk Lusciously Thick & Long Nourishing Conditioner 180 ml stores Amazon Fashion,Sunsilk Lusciously Thick & Long Nourishing Conditioner 180 ml,4.3,"1,100",₹134,₹154,Amazon Fashion.csv
RUSTET Analog-Digital Black Dial Men's Watch stores Amazon Fashion,RUSTET Analog-Digital Black Dial Men's Watch,4.0,94,₹489,"₹1,499",Amazon Fashion.csv
"Fastrack Reflex Smartwatch, 24x7 HRM & SpO2 Monitor,Upto 7 Days Battery Life & 5 ATM stores Amazon Fashion","Fastrack Reflex Smartwatch, 24x7 HRM & SpO2 Monitor,Upto 7 Days Battery Life & 5 ATM",,,"₹4,990","₹12,990",Amazon Fashion.csv
Chidakash Unisex Cotton Other Pyjama (Pack of 1) (75842_White_9 Meter) stores Amazon Fashion,Chidakash Unisex Cotton Other Pyjama (Pack of 1) (75842_White_9 Meter),4.3,162,₹107,₹299,Amazon Fashion.csv
ZAVERI PEARLS Turquoise Blue Evil Eye & Butterfly Contemporary Charm Bracelet For Women-ZPFK14800 stores Amazon Fashion,ZAVERI PEARLS Turquoise Blue Evil Eye & Butterfly Contemporary Charm Bracelet For Women-ZPFK14800,1.5,2,₹199,"₹1,495",Amazon Fashion.csv
TriPole Walker Rucksack stores Amazon Fashion,TriPole Walker Rucksack,4.4,838,"₹2,142","₹3,499",Amazon Fashion.csv
"SYSKA B22D LED Bulb SSK-SRL - 9W, Pack of 2 (Cool Day Light) stores Amazon Fashion","SYSKA B22D LED Bulb SSK-SRL - 9W, Pack of 2 (Cool Day Light)",4.1,"3,837",₹160,₹718,Amazon Fashion.csv
Veirdo® Women's Oversized Printed t-Shirt stores Amazon Fashion,Veirdo® Women's Oversized Printed t-Shirt,4.1,41,₹407,"₹1,194",Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 3} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 3},,,"₹1,249","₹1,299",Amazon Fashion.csv
"Diligent-We Care For Your Life® 3Ply Non-Woven Ultrasonically Sealed With Nose Pin and Soft Earloop Disposable FDA,ISO,WH... stores Amazon Fashion","Diligent-We Care For Your Life® 3Ply Non-Woven Ultrasonically Sealed With Nose Pin and Soft Earloop Disposable FDA,ISO,WH...",4.0,"1,468",₹165,₹349,Amazon Fashion.csv
BATA Men's New Thar Sandal stores Amazon Fashion,BATA Men's New Thar Sandal,4.1,463,₹620,₹899,Amazon Fashion.csv
"Memoir Copper health benificial Immune System Protection and Healing All Known Viruses, Cold, Flu Defence and Enhanced Rec... stores Amazon Fashion","Memoir Copper health benificial Immune System Protection and Healing All Known Viruses, Cold, Flu Defence and Enhanced Rec...",3.8,124,₹249,₹799,Amazon Fashion.csv
Zoop Analog Multicolor Dial Unisex-Child Watch-C4048PP43/NPC4048PP43 stores Amazon Fashion,Zoop Analog Multicolor Dial Unisex-Child Watch-C4048PP43/NPC4048PP43,4.3,42,,"₹1,045",Amazon Fashion.csv
HARI MADHAV DESIGN Women's Nylon Net Embroidered Dupatta stores Amazon Fashion,HARI MADHAV DESIGN Women's Nylon Net Embroidered Dupatta,4.3,"1,864",₹330,₹699,Amazon Fashion.csv
"Amazon Brand - Solimo Plastic Cloth Hanger for Wardrobe, Set of 12, Black stores Amazon Fashion","Amazon Brand - Solimo Plastic Cloth Hanger for Wardrobe, Set of 12, Black",4.2,"1,933",₹269,₹600,Amazon Fashion.csv
Red Chief Casual Genuine Leather Sneakers for Men RC3504 stores Amazon Fashion,Red Chief Casual Genuine Leather Sneakers for Men RC3504,3.8,"2,740","₹1,848","₹3,999",Amazon Fashion.csv
KRYSTALZ Men Cuban Link Necklace Iced Out 13MM Bling Diamond Chain Miami Hip Hop Jewelry stores Amazon Fashion,KRYSTALZ Men Cuban Link Necklace Iced Out 13MM Bling Diamond Chain Miami Hip Hop Jewelry,,,"₹1,599","₹3,999",Amazon Fashion.csv
HIT Crawling Insect Killer – Cockroach Killer Spray (320ml) | Instant Kill | Deep-Reach Nozzle | Fresh Fragrance stores Amazon Fashion,HIT Crawling Insect Killer – Cockroach Killer Spray (320ml) | Instant Kill | Deep-Reach Nozzle | Fresh Fragrance,4.3,"2,000",,₹204,Amazon Fashion.csv
Ronzgin Women's Regular Fit Palazzo stores Amazon Fashion,Ronzgin Women's Regular Fit Palazzo,3.6,492,₹389,₹999,Amazon Fashion.csv
Casio Analog Silver Dial Women's Watch-LTP-VT01D-7BUDF (A1625) stores Amazon Fashion,Casio Analog Silver Dial Women's Watch-LTP-VT01D-7BUDF (A1625),4.7,60,"₹2,599","₹3,795",Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5},,,"₹1,849","₹1,949",Amazon Fashion.csv
Bersache Chappal for Men Casual Slippers FILP-Flops for Men(Grey) ORI-1904 stores Amazon Fashion,Bersache Chappal for Men Casual Slippers FILP-Flops for Men(Grey) ORI-1904,,,₹299,₹499,Amazon Fashion.csv
"MOXWARE Modular BPA Free Plastic Mixing and Serving Bowls Set for Cereal, Salad, Rice, Soup, Pasta, Snack, Dishwasher & Mi... stores Amazon Fashion","MOXWARE Modular BPA Free Plastic Mixing and Serving Bowls Set for Cereal, Salad, Rice, Soup, Pasta, Snack, Dishwasher & Mi...",4.3,904,₹299,₹598,Amazon Fashion.csv
Quarya Baby Girl Hairband Headband Elastic Lace Hair Wrap with Cartoon Figure Bow For Kids Toddlers Hair Accessories Multi... stores Amazon Fashion,Quarya Baby Girl Hairband Headband Elastic Lace Hair Wrap with Cartoon Figure Bow For Kids Toddlers Hair Accessories Multi...,4.0,33,₹299,₹400,Amazon Fashion.csv
Sidhidata Women's Sequence Work Georgette Saree With Blouse Piece (Parineeti Sequence) stores Amazon Fashion,Sidhidata Women's Sequence Work Georgette Saree With Blouse Piece (Parineeti Sequence),3.3,71,₹999,"₹2,999",Amazon Fashion.csv
"Bio Toxin Organic No Need to Add Water Ready Mix Spray with Neem Oil and Karanjia Oil for Pest and Fungus Control (500 ml,... stores Amazon Fashion","Bio Toxin Organic No Need to Add Water Ready Mix Spray with Neem Oil and Karanjia Oil for Pest and Fungus Control (500 ml,...",3.9,"1,955",₹377,₹650,Amazon Fashion.csv
Roycee Vegan Leather Watch Strap Size 24mm (9670224) stores Amazon Fashion,Roycee Vegan Leather Watch Strap Size 24mm (9670224),4.0,47,₹239,₹299,Amazon Fashion.csv
TOOBA Women Clutch stores Amazon Fashion,TOOBA Women Clutch,3.7,406,₹703,"₹4,999",Amazon Fashion.csv
Zaveri Pearls Multicolor Meenakari Peacock Inspired Cresent Hoop Earrings For Women-ZPFK14626 stores Amazon Fashion,Zaveri Pearls Multicolor Meenakari Peacock Inspired Cresent Hoop Earrings For Women-ZPFK14626,3.2,5,₹385,"₹2,750",Amazon Fashion.csv
"Beardo Ball Sack Spray For Fresh, Clean and Dry Balls | Intimate Hygiene Body Spray for Men; Prevents Odor, itch | Strictl... stores Amazon Fashion","Beardo Ball Sack Spray For Fresh, Clean and Dry Balls | Intimate Hygiene Body Spray for Men; Prevents Odor, itch | Strictl...",4.0,425,₹299,₹399,Amazon Fashion.csv
"Arctic Hunter Anti-theft Laptop abckpack with Customs Lock and Separate Small packet,Semi-Hard Gaming Bag for 15.6 inch La... stores Amazon Fashion","Arctic Hunter Anti-theft Laptop abckpack with Customs Lock and Separate Small packet,Semi-Hard Gaming Bag for 15.6 inch La...",4.8,13,"₹3,799","₹7,999",Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 4} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 4},,,"₹1,599","₹1,649",Amazon Fashion.csv
"Biotique Onion Black Seed Hair Oil for Silky and Strong Hair, 200ml | Controls Hair Fall, Promotes Growth stores Amazon Fashion","Biotique Onion Black Seed Hair Oil for Silky and Strong Hair, 200ml | Controls Hair Fall, Promotes Growth",4.0,"1,139",₹237,₹330,Amazon Fashion.csv
Baby Girl Regular Frock Pack of 4 stores Amazon Fashion,Baby Girl Regular Frock Pack of 4,3.0,1,₹495,₹899,Amazon Fashion.csv
Tooba Women's Clutch stores Amazon Fashion,Tooba Women's Clutch,4.0,905,₹295,"₹4,999",Amazon Fashion.csv
pass pass Sunglasses & Pink Analogue Watch for Baby Kids Combo 3 to 8 yrs (Pack-2) stores Amazon Fashion,pass pass Sunglasses & Pink Analogue Watch for Baby Kids Combo 3 to 8 yrs (Pack-2),3.3,129,₹235,₹599,Amazon Fashion.csv
FIBO STEEL Yin Yang Pendant Necklace for Men Women (22-Inches) -Set of 2 Pieces stores Amazon Fashion,FIBO STEEL Yin Yang Pendant Necklace for Men Women (22-Inches) -Set of 2 Pieces,3.7,"1,855",₹400,"₹1,199",Amazon Fashion.csv
Kuber Industries Underbed Rectangular Non Woven Storage Bag|Storage Organiser|Blanket Cover| Set of 3 (Beige) stores Amazon Fashion,Kuber Industries Underbed Rectangular Non Woven Storage Bag|Storage Organiser|Blanket Cover| Set of 3 (Beige),3.7,"3,437",₹358,₹998,Amazon Fashion.csv
"NISUN Outdoor Tactical Waist Belt Bag, Molle Belt Waist Pouch Security Purse for Sports, Hiking, Camping, Traveling. (Black) stores Amazon Fashion","NISUN Outdoor Tactical Waist Belt Bag, Molle Belt Waist Pouch Security Purse for Sports, Hiking, Camping, Traveling. (Black)",3.9,178,₹399,"₹1,499",Amazon Fashion.csv
"StoleVilla Women's Printed Designer Chiffon Stoles and Scarf (Multicolor, S078) - Pack of 6 stores Amazon Fashion","StoleVilla Women's Printed Designer Chiffon Stoles and Scarf (Multicolor, S078) - Pack of 6",3.8,491,,,Amazon Fashion.csv
Neeman's Cotton Classic Sneakers for Men | Comfortable and Sustainable Lace Up Casual Shoes for Boys stores Amazon Fashion,Neeman's Cotton Classic Sneakers for Men | Comfortable and Sustainable Lace Up Casual Shoes for Boys,3.6,"1,246","₹1,649","₹2,999",Amazon Fashion.csv
PCI 5 Piece Mouse Trap Non-Toxic Glue Pad Safe for Pets and Children stores Amazon Fashion,PCI 5 Piece Mouse Trap Non-Toxic Glue Pad Safe for Pets and Children,3.9,"4,808",₹175,₹399,Amazon Fashion.csv
Fossil Everett Analog Grey Dial Men's Watch-FS5799 stores Amazon Fashion,Fossil Everett Analog Grey Dial Men's Watch-FS5799,4.2,59,"₹6,872","₹12,495",Amazon Fashion.csv
"Beadsnfashion Glass Seed Multi Color Beads For Jewellery Making, Embroidery & Crafts Diy Kit, Size 11/0 (Pack Of 15 Colors) stores Amazon Fashion","Beadsnfashion Glass Seed Multi Color Beads For Jewellery Making, Embroidery & Crafts Diy Kit, Size 11/0 (Pack Of 15 Colors)",3.9,243,₹349,₹599,Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5},,,"₹1,849","₹1,949",Amazon Fashion.csv
"V-Guard Crystal Plus Smart TV Stabilizer with Digital Display for 140 cm (55"") TV + Set Top Box + Home Theatre System/Gami... stores Amazon Fashion","V-Guard Crystal Plus Smart TV Stabilizer with Digital Display for 140 cm (55"") TV + Set Top Box + Home Theatre System/Gami...",4.4,"6,392","₹3,215","₹3,750",Amazon Fashion.csv
ANNI DESIGNER Women's Raniyal Georgette Saree With Blouse Piece stores Amazon Fashion,ANNI DESIGNER Women's Raniyal Georgette Saree With Blouse Piece,3.3,"6,115",₹269,"₹2,499",Amazon Fashion.csv
BD WEAVES Cotton Tote Bag Plain - Reusable 100% Eco-Friendly- Natural (Pack of 4) stores Amazon Fashion,BD WEAVES Cotton Tote Bag Plain - Reusable 100% Eco-Friendly- Natural (Pack of 4),4.0,93,₹399,"₹2,299",Amazon Fashion.csv
DREALEX Classy Casual Analog Women's Watch (Teal) stores Amazon Fashion,DREALEX Classy Casual Analog Women's Watch (Teal),3.1,14,₹249,₹899,Amazon Fashion.csv
T TECLUSIVE Luxury Magnetic Loop Metal Chain Strap Compatible for Amazfit Watch | Adjustable Magnetic Band stores Amazon Fashion,T TECLUSIVE Luxury Magnetic Loop Metal Chain Strap Compatible for Amazfit Watch | Adjustable Magnetic Band,4.1,10,₹499,"₹1,499",Amazon Fashion.csv
KAYU™ Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 4} stores Amazon Fashion,KAYU™ Boys Snowfall Solid Regular Fit Full Sleeves T-Shirts {Pack of 4},,,"₹1,125","₹1,175",Amazon Fashion.csv
"HealthVit Kozicare Skin Lightening Soap, 75g (Pack of 6) Sunscreen Protection Keeps Skin Young and Moisturized Contains Go... stores Amazon Fashion","HealthVit Kozicare Skin Lightening Soap, 75g (Pack of 6) Sunscreen Protection Keeps Skin Young and Moisturized Contains Go...",3.6,"3,137",₹468,₹600,Amazon Fashion.csv
Daniel Klein Analog Silver Dial Women's Watch-DK11430-7 stores Amazon Fashion,Daniel Klein Analog Silver Dial Women's Watch-DK11430-7,4.1,31,"₹2,394","₹5,700",Amazon Fashion.csv
Heart Magnetic Couple Bracelets for Women Pendant Man Bracelets Couple Friendship Bracelets for Men Women Jewelry Four lan... stores Amazon Fashion,Heart Magnetic Couple Bracelets for Women Pendant Man Bracelets Couple Friendship Bracelets for Men Women Jewelry Four lan...,5.0,2,₹245,"₹1,299",Amazon Fashion.csv
Lavie Women's Moritz Quilted Flap Over Sling Bag | Ladies Purse Handbag | Crossbody Detachable Sling Strap stores Amazon Fashion,Lavie Women's Moritz Quilted Flap Over Sling Bag | Ladies Purse Handbag | Crossbody Detachable Sling Strap,4.2,330,"₹1,018","₹3,999",Amazon Fashion.csv
Fancydresswale Superhero Mask for Kids birthday party flavour stores Amazon Fashion,Fancydresswale Superhero Mask for Kids birthday party flavour,4.2,471,₹299,₹599,Amazon Fashion.csv
"Cottonansh Women's Padded Wire Free Cotton Seamless Cup Bra Pads - Pack of 3 (Black,White,Brown, Free Size) stores Amazon Fashion","Cottonansh Women's Padded Wire Free Cotton Seamless Cup Bra Pads - Pack of 3 (Black,White,Brown, Free Size)",3.4,424,₹142.98,₹499,Amazon Fashion.csv
Voylla Traditional Oxidised Silver Plating Brass Oxidized Round shaped Beaded Dangle & Drop Earrings for Women and Girls stores Amazon Fashion,Voylla Traditional Oxidised Silver Plating Brass Oxidized Round shaped Beaded Dangle & Drop Earrings for Women and Girls,3.9,132,₹216,₹449,Amazon Fashion.csv
"Nivea Women Face Wash For Sensitive Skin, Milk Delights Rose, 100 ml stores Amazon Fashion","Nivea Women Face Wash For Sensitive Skin, Milk Delights Rose, 100 ml",4.2,"4,031",₹96,₹225,Amazon Fashion.csv
BUCKETLIST® Wrist Watch Storage Box Display Case Organizer of Faux Leather Finish with Glass Window 6 Slot 30x8x11 cm stores Amazon Fashion,BUCKETLIST® Wrist Watch Storage Box Display Case Organizer of Faux Leather Finish with Glass Window 6 Slot 30x8x11 cm,4.2,75,₹799,"₹1,999",Amazon Fashion.csv
"Contacts Canvas Splash-Proof Laptop Messenger Bag for up to 15.6"" Laptop/Mac with Genuine Leather Trim | Laptop Sleeve Sli... stores Amazon Fashion","Contacts Canvas Splash-Proof Laptop Messenger Bag for up to 15.6"" Laptop/Mac with Genuine Leather Trim | Laptop Sleeve Sli...",4.0,232,"₹1,995","₹9,999",Amazon Fashion.csv
DEIN KLEIDER Polyester Sling Cross Body Travel Office Business Messenger one Side Shoulder Bag for Men and Women stores Amazon Fashion,DEIN KLEIDER Polyester Sling Cross Body Travel Office Business Messenger one Side Shoulder Bag for Men and Women,3.9,546,₹469,"₹1,699",Amazon Fashion.csv
ANNI DESIGNER Women's Cotton Blend Straight Embroidered Kurta with Pant & Dupatta (Shift) stores Amazon Fashion,ANNI DESIGNER Women's Cotton Blend Straight Embroidered Kurta with Pant & Dupatta (Shift),3.4,"1,162",₹679,"₹2,599",Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 5},,,"₹1,849","₹1,949",Amazon Fashion.csv
ARRAY Platinum 4 Bar Stainless Steel Folding Towel Hanging Holder Shelf Rack Organizer Portable Stand Long with Chrome Fin... stores Amazon Fashion,ARRAY Platinum 4 Bar Stainless Steel Folding Towel Hanging Holder Shelf Rack Organizer Portable Stand Long with Chrome Fin...,4.0,872,₹339,₹699,Amazon Fashion.csv
EvogirlHair Rubber Bands Clear Black Elastic Hair Ties Toddlers Ponytail Holder Stretchable Cotton Hair Ties Band for Gir... stores Amazon Fashion,EvogirlHair Rubber Bands Clear Black Elastic Hair Ties Toddlers Ponytail Holder Stretchable Cotton Hair Ties Band for Gir...,3.4,157,₹199,₹399,Amazon Fashion.csv
crispy Digital Men's Watch (Black Dial Colored Strap) stores Amazon Fashion,crispy Digital Men's Watch (Black Dial Colored Strap),3.7,14,₹298,₹999,Amazon Fashion.csv
Sichumaria Sun Hat  for Women Wide Brim Sun Visor Cap UV Protection Caps for Summer  Women Stylish. stores Amazon Fashion,Sichumaria Sun Hat  for Women Wide Brim Sun Visor Cap UV Protection Caps for Summer  Women Stylish.,3.6,112,₹478,₹999,Amazon Fashion.csv
"Syga PU Leather Mini Zipper Wallet for Women, Black - Checked Pattern stores Amazon Fashion","Syga PU Leather Mini Zipper Wallet for Women, Black - Checked Pattern",4.2,297,₹349,"₹1,199",Amazon Fashion.csv
"GUSTAVE® Chest Bag for Men Women with Adjustable Strap, Waterproof Waist Bag Fanny Pack for Outdoor Running Hiking Walking... stores Amazon Fashion","GUSTAVE® Chest Bag for Men Women with Adjustable Strap, Waterproof Waist Bag Fanny Pack for Outdoor Running Hiking Walking...",4.5,219,₹588,₹738,Amazon Fashion.csv
Vogue Hair Accessories Soft Knot Woollen Knitted Warm Head Band Head Wrap Hairband Ear Warmer Hair Accessories for Winters stores Amazon Fashion,Vogue Hair Accessories Soft Knot Woollen Knitted Warm Head Band Head Wrap Hairband Ear Warmer Hair Accessories for Winters,4.0,511,₹312,₹999,Amazon Fashion.csv
WAVEX Car Shampoo Extreme Wash 5Ltr stores Amazon Fashion,WAVEX Car Shampoo Extreme Wash 5Ltr,4.3,"1,259",₹952,"₹1,250",Amazon Fashion.csv
Niren Enterprise Bullfinch Floral Printed Modal Baby Frock for Kids Dress stores Amazon Fashion,Niren Enterprise Bullfinch Floral Printed Modal Baby Frock for Kids Dress,5.0,1,₹499,"₹1,999",Amazon Fashion.csv
Sonata Analog White Dial Women's Watch-8164WL04 stores Amazon Fashion,Sonata Analog White Dial Women's Watch-8164WL04,4.5,4,,"₹1,599",Amazon Fashion.csv
Bata mens NU DRIVER Black Sneaker - 8 UK (8526821) stores Amazon Fashion,Bata mens NU DRIVER Black Sneaker - 8 UK (8526821),3.1,170,₹413,₹599,Amazon Fashion.csv
KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2} stores Amazon Fashion,KAYU™ Boys Cotton Solid Regular Fit Capri 3/4th Pants {Pack of 2},,,₹849,₹899,Amazon Fashion.csv
"Forer Women's Face Hair Remover Epilator for women Machine for Upper Lip, Chin, Eyebrow stores Amazon Fashion","Forer Women's Face Hair Remover Epilator for women Machine for Upper Lip, Chin, Eyebrow",3.7,"1,195",₹380,₹999,Amazon Fashion.csv
YouBella Rose Gold Gold Plated Stylish Butterfly Chain for Women (YBNK_5658) stores Amazon Fashion,YouBella Rose Gold Gold Plated Stylish Butterfly Chain for Women (YBNK_5658),3.4,226,₹248,"₹1,999",Amazon Fashion.csv
